VWL(V),VBL(V),Current(uA),Mode,WL,BL,VSL(V)
4.50,1.60,4.867004569763185,RESET_SWEEP,123,8,1.60
4.50,1.65,5.110229667419434,RESET_SWEEP,123,8,1.65
4.50,1.70,4.552063163513184,RESET_SWEEP,123,8,1.70
4.50,1.75,4.926208671325685,RESET_SWEEP,123,8,1.75
4.50,1.80,4.692138847106934,RESET_SWEEP,123,8,1.80
4.50,1.85,4.834961112731934,RESET_SWEEP,123,8,1.85
4.50,1.90,4.336914237731934,RESET_SWEEP,123,8,1.90
4.50,1.95,4.156250175231934,RESET_SWEEP,123,8,1.95
4.50,2.00,3.9719240033569334,RESET_SWEEP,123,8,2.00
4.50,2.05,3.838562186950684,RESET_SWEEP,123,8,2.05
4.50,2.10,2.6267091596069334,RESET_SWEEP,123,8,2.10
4.50,2.15,2.257751640075684,RESET_SWEEP,123,8,2.15
4.50,2.20,1.7441408002319339,RESET_SWEEP,123,8,2.20
4.50,2.25,1.4356080853881836,RESET_SWEEP,123,8,2.25
4.50,2.30,2.3273317182006834,RESET_SWEEP,123,8,2.30
4.50,2.35,1.8662111127319336,RESET_SWEEP,123,8,2.35
4.50,2.40,0.7794801557006836,RESET_SWEEP,123,8,2.40
4.50,2.45,3.5056154096069334,RESET_SWEEP,123,8,2.45
4.50,2.50,1.9687501752319336,RESET_SWEEP,123,8,2.50
4.50,2.55,2.2601930463256834,RESET_SWEEP,123,8,2.55
4.50,2.60,1.4887086713256836,RESET_SWEEP,123,8,2.60
4.50,2.65,0.7166139447631836,RESET_SWEEP,123,8,2.65
4.50,2.70,1.9821779096069336,RESET_SWEEP,123,8,2.70
4.50,2.75,0.4797975385131836,RESET_SWEEP,123,8,2.75
4.50,2.75,0.4797975385131836,RESET_PASSED,123,8,2.75
4.50,1.00,4.433349784606935,RESET_SWEEP,123,9,1.00
4.50,1.05,4.515136893981934,RESET_SWEEP,123,9,1.05
4.50,1.10,4.380249198669434,RESET_SWEEP,123,9,1.10
4.50,1.15,4.434265311950684,RESET_SWEEP,123,9,1.15
4.50,1.20,4.444641288513184,RESET_SWEEP,123,9,1.20
4.50,1.25,4.421447929138185,RESET_SWEEP,123,9,1.25
4.50,1.30,4.429992851013185,RESET_SWEEP,123,9,1.30
4.50,1.35,4.450744804138184,RESET_SWEEP,123,9,1.35
4.50,1.40,4.467834647888184,RESET_SWEEP,123,9,1.40
4.50,1.45,4.597839530700684,RESET_SWEEP,123,9,1.45
4.50,1.50,4.404663261169434,RESET_SWEEP,123,9,1.50
4.50,1.55,4.357055839294435,RESET_SWEEP,123,9,1.55
4.50,1.60,4.408020194763184,RESET_SWEEP,123,9,1.60
4.50,1.65,4.557251151794434,RESET_SWEEP,123,9,1.65
4.50,1.70,4.431823905700684,RESET_SWEEP,123,9,1.70
4.50,1.75,4.498352226013184,RESET_SWEEP,123,9,1.75
4.50,1.80,4.327148612731934,RESET_SWEEP,123,9,1.80
4.50,1.85,4.271301444763184,RESET_SWEEP,123,9,1.85
4.50,1.90,4.448303397888184,RESET_SWEEP,123,9,1.90
4.50,1.95,4.357055839294435,RESET_SWEEP,123,9,1.95
4.50,2.00,4.438232597106934,RESET_SWEEP,123,9,2.00
4.50,2.05,4.855713065856934,RESET_SWEEP,123,9,2.05
4.50,2.10,4.989685233825685,RESET_SWEEP,123,9,2.10
4.50,2.15,4.299682792419434,RESET_SWEEP,123,9,2.15
4.50,2.20,3.2044069135131834,RESET_SWEEP,123,9,2.20
4.50,2.25,1.1737672650756839,RESET_SWEEP,123,9,2.25
4.50,2.30,2.0847169721069334,RESET_SWEEP,123,9,2.30
4.50,2.35,2.0999757611694334,RESET_SWEEP,123,9,2.35
4.50,2.40,2.510132011169434,RESET_SWEEP,123,9,2.40
4.50,2.45,1.8161622846069339,RESET_SWEEP,123,9,2.45
4.50,2.50,1.7996827924194336,RESET_SWEEP,123,9,2.50
4.50,2.55,1.4414064252319339,RESET_SWEEP,123,9,2.55
4.50,2.60,0.8209840619506836,RESET_SWEEP,123,9,2.60
4.50,2.65,0.7730714642944336,RESET_SWEEP,123,9,2.65
4.50,2.70,1.1136476361694336,RESET_SWEEP,123,9,2.70
4.50,2.75,0.4758302533569336,RESET_SWEEP,123,9,2.75
4.50,2.75,0.4758302533569336,RESET_PASSED,123,9,2.75
4.50,1.00,0.6555787885131837,RESET_SWEEP,123,9,1.00
4.50,1.05,0.4883424603881836,RESET_SWEEP,123,9,1.05
4.50,1.05,0.4883424603881836,RESET_PASSED,123,9,1.05
